date,guest,description,vista_youtube,short,video_url,aspect,posted_x,posted_bluesky,posted_threads
5/23/24,,My wife and I laugh at how competitive we are but I laugh more,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/664fa32e4655a58434312d59.mp4?v=1717971902792,1:1,2026-01-08,2026-01-13,
5/24/24,,I just bought a belt for $100 that doesn't fit what a huge waste,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6650ed21f1a40124bcc1fb79.mp4?v=1716579642632,,2026-01-07,
5/25/24,,I was once a personal trainer until I gave my two weak notice,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6651db8559b2a235b088424e.mp4?v=1716640670001,1:1,2026-01-13,2026-01-07
5/28/24,,I just saw an idiot at the gym who put his water bottle in the pringles holder on the treadmill,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6656381f4f79077db58ecce2.mp4?v=1716926524594,,,2026-01-07
5/29/24,,Isn't it crazy how saying sentences backwards sentence saying how crazy it is,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/66578441b5d1c6b047e48eb1.mp4?v=1717971742566,1:1,,2026-01-08
5/31/24,,When I die I am going to eat an entire bag of unpopped popcorn that will make my cremation more interesting,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6658a8594739a58458ad9639.mp4?v=1717156618810,,,2026-01-08
5/31/24,Jisse Ritsma,My kids put together a powerpoint presentation on why we should go to the waterpark it has several slides,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6658a092bc51fa479ba88dc3.mp4?v=1717156618811,,2026-01-05,
5/31/24,,My email password was hacked again that's the third time I had to rename my cat,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6657951eb83c7ef80042a10c.mp4?v=1717195271897,Square,2026-01-09,
5/31/24,,What do you call a pencil with two erasers pointless,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6650ed1c708175285158da51.mp4?v=1717156618819,,2026-01-12,
5/31/24,,A sweater I bought was picking up static electricity so I returned and they gave me another free of charge,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/6650bcaf9165e840ad19879c.mp4?v=1717195373373,1:1,2026-01-12,
5/31/24,,I'm looking forward to watching the world origami championship it's paper-view,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/664cfec71e85a2205c19bcc4.mp4?v=1717156618825,,2026-01-12
7/21/24,,Why didn't the life guard save the hippie because he was too far out man,,Y,https://dc4ifv9abstiv.cloudfront.net/media/1ea8acf0-263f-11ee-8a13-97d069d939b8/668870eef367a4ec3973554b.mp4?v=1721577213762,,2026-01-06,
